"","country","year","LifeExp","income","population","continent"
"28071","Philippines",1957,59.2,2700,23800000,"Asia"
"28072","Poland",1957,65.6,5760,28300000,"Europe"
"28073","Portugal",1957,61.6,4600,8730000,"Europe"
"28074","Qatar",1957,55.7,8580,39500,"Middle East"
"28075","Romania",1957,63.3,2780,18000000,"Europe"
"28076","Russia",1957,64,8270,115000000,"Europe"
"28077","Rwanda",1957,43.3,689,2700000,"Africa"
"28078","Samoa",1957,57.4,3230,99500,"Oceania"
"28079","Sao Tome and Principe",1957,50.6,1370,61000,"Africa"
"28080","Saudi Arabia",1957,52.5,15000,3750000,"Middle East"
"28081","Senegal",1957,44.9,1990,2960000,"Africa"
"28082","Serbia",1957,61.8,4980,7380000,"Europe"
"28083","Seychelles",1957,59.9,5010,39800,"Africa"
"28084","Sierra Leone",1957,37.6,1110,2220000,"Africa"
"28085","Singapore",1957,64.7,3620,1440000,"Asia"
"28086","Slovenia",1957,66.8,4970,1550000,"Europe"
"28087","Solomon Islands",1957,47.9,1060,108000,"Oceania"
"28088","Somalia",1957,42.1,1170,2590000,"Africa"
"28089","South Africa",1957,51.7,7000,15900000,"Africa"
"28090","South Korea",1957,51.6,1660,23000000,"Asia"
"28091","South Sudan",1957,39.8,2210,2700000,"Africa"
"28092","Spain",1957,66.3,5800,29500000,"Europe"
"28093","Sri Lanka",1957,57.3,1880,9190000,"Asia"
"28094","St. Lucia",1957,56,2290,87500,"The Americas"
"28095","St. Vincent and the Grenadines",1957,54.7,2670,76700,"The Americas"
"28096","Sudan",1957,47.1,2200,6920000,"Africa"
"28097","Suriname",1957,58.5,5750,264000,"The Americas"
"28098","Swaziland",1957,45.8,1040,316000,"Africa"
"28099","Sweden",1957,72.4,13700,7350000,"Europe"
"28100","Switzerland",1957,70.7,27300,5070000,"Europe"
"28101","Syria",1957,54.5,2690,4160000,"Middle East"
"28102","Tajikistan",1957,53.3,3340,1900000,"Asia"
"28103","Tanzania",1957,47.3,1250,9230000,"Africa"
"28104","Thailand",1957,55.9,1270,25100000,"Asia"
"28105","Timor-Leste",1957,36.5,714,452000,"Asia"
"28106","Togo",1957,42.3,1190,1510000,"Africa"
"28107","Tonga",1957,62.5,1490,57400,"Oceania"
"28108","Trinidad and Tobago",1957,61.5,6300,786000,"The Americas"
"28109","Tunisia",1957,45.3,1940,4030000,"Africa"
"28110","Turkey",1957,45.9,3630,25500000,"Europe"
"28111","Turkmenistan",1957,52.8,6040,1450000,"Asia"
"28112","Uganda",1957,42.3,1090,6210000,"Africa"
"28113","Ukraine",1957,66.2,5720,41100000,"Europe"
"28114","United Arab Emirates",1957,50.6,1260,83000,"Middle East"
"28115","United Kingdom",1957,70.5,12500,51500000,"Europe"
"28116","United States",1957,69.6,17400,178000000,"The Americas"
"28117","Uruguay",1957,67.2,8040,2440000,"The Americas"
"28118","Uzbekistan",1957,58.8,2750,7740000,"Asia"
"28119","Vanuatu",1957,48.4,1420,58200,"Oceania"
"28120","Venezuela",1957,58.8,13500,7290000,"The Americas"
"28121","Vietnam",1957,52.6,1140,29800000,"Asia"
"28122","Yemen",1957,30.1,1510,5100000,"Middle East"
"28123","Zambia",1957,47.8,2460,2810000,"Africa"
"28124","Zimbabwe",1957,52,1520,3430000,"Africa"
"28125","Afghanistan",1958,37.9,2680,8680000,"Asia"
"28126","Albania",1958,60,2360,1540000,"Europe"
"28127","Algeria",1958,51.3,6500,10500000,"Africa"
"28128","Andorra",1958,NA,13000,11600,"Europe"
"28129","Angola",1958,39.4,3810,5310000,"Africa"
"28130","Antigua and Barbuda",1958,62.4,4210,52300,"The Americas"
"28131","Argentina",1958,63.9,10000,19800000,"The Americas"
"28132","Armenia",1958,61.2,2840,1740000,"Asia"
"28133","Australia",1958,71.1,15100,9810000,"Oceania"
"28134","Austria",1958,68.7,10200,7010000,"Europe"
"28135","Azerbaijan",1958,58,5130,3650000,"Asia"
"28136","Bahrain",1958,50.5,21600,151000,"Middle East"
"28137","Bangladesh",1958,43,1060,45400000,"Asia"
"28138","Barbados",1958,63.6,3880,230000,"The Americas"
"28139","Belarus",1958,67.4,3790,7960000,"Europe"
"28140","Belgium",1958,70,10600,9050000,"Europe"
"28141","Belize",1958,59.8,2360,87000,"The Americas"
"28142","Benin",1958,39.8,1170,2370000,"Africa"
"28143","Bhutan",1958,40.5,929,212000,"Asia"
"28144","Bolivia",1958,45.3,2720,3520000,"The Americas"
"28145","Bosnia and Herzegovina",1958,60.2,1770,3110000,"Europe"
"28146","Botswana",1958,50.7,876,486000,"Africa"
"28147","Brazil",1958,55.1,3890,68100000,"The Americas"
"28148","Brunei",1958,57.7,71500,74100,"Asia"
"28149","Bulgaria",1958,68.7,4360,7750000,"Europe"
"28150","Burkina Faso",1958,37.6,611,4700000,"Africa"
"28151","Burundi",1958,41.9,637,2690000,"Africa"
"28152","Cambodia",1958,43.8,595,5440000,"Asia"
"28153","Cameroon",1958,44.5,1800,4980000,"Africa"
"28154","Canada",1958,70.6,14400,17000000,"The Americas"
"28155","Central African Republic",1958,39.6,1540,1460000,"Africa"
"28156","Chad",1958,43.9,1180,2890000,"Africa"
"28157","Chile",1958,57.2,6070,7800000,"The Americas"
"28158","China",1958,50.1,935,640000000,"Asia"
"28159","Colombia",1958,59.6,3780,15100000,"The Americas"
"28160","Comoros",1958,45,833,185000,"Africa"
"28161","Costa Rica",1958,62.1,4030,1240000,"The Americas"
"28162","Cote d'Ivoire",1958,40.5,2820,3280000,"Africa"
"28163","Croatia",1958,63.8,5880,4130000,"Europe"
"28164","Cuba",1958,64.3,4260,6880000,"The Americas"
"28165","Cyprus",1958,67.8,4440,559000,"Europe"
"28166","Czech Republic",1958,69.7,9170,9510000,"Europe"
"28167","Denmark",1958,72,14500,4520000,"Europe"
"28168","Djibouti",1958,50.5,3540,76400,"Africa"
"28169","Dominica",1958,NA,1930,57800,"The Americas"
"28170","Dominican Republic",1958,56,3070,3080000,"The Americas"
"28171","Ecuador",1958,56.4,3980,4300000,"The Americas"
"28172","Egypt",1958,45.6,2520,25200000,"Africa"
"28173","El Salvador",1958,52.3,3810,2620000,"The Americas"
"28174","Equatorial Guinea",1958,39.8,1090,248000,"Africa"
"28175","Eritrea",1958,38.6,883,961000,"Africa"
"28176","Estonia",1958,68,6440,1190000,"Europe"
"28177","Ethiopia",1958,31,564,21200000,"Africa"
"28178","Fiji",1958,60.6,2950,368000,"Oceania"
"28179","Finland",1958,68.5,8860,4360000,"Europe"
"28180","France",1958,70.3,11300,44700000,"Europe"
"28181","Gabon",1958,43.4,5400,493000,"Africa"
"28182","Georgia",1958,60.6,3910,3880000,"Asia"
"28183","Germany",1958,69.3,13600,72500000,"Europe"
"28184","Ghana",1958,49.9,2090,6250000,"Africa"
"28185","Greece",1958,69.9,5700,8180000,"Europe"
"28186","Grenada",1958,60.9,1820,86600,"The Americas"
"28187","Guatemala",1958,42.6,3320,3970000,"The Americas"
"28188","Guinea",1958,41.4,833,3380000,"Africa"
"28189","Guinea-Bissau",1958,38.1,943,601000,"Africa"
"28190","Guyana",1958,60.1,3280,536000,"The Americas"
"28191","Haiti",1958,40,2570,3720000,"The Americas"
"28192","Honduras",1958,49.6,2480,1930000,"The Americas"
"28193","Hungary",1958,67.3,8190,9940000,"Europe"
"28194","Iceland",1958,73.4,9750,168000,"Europe"
"28195","India",1958,40.4,952,433000000,"Asia"
"28196","Indonesia",1958,44.3,1690,83300000,"Asia"
"28197","Iran",1958,47.3,13700,20800000,"Middle East"
"28198","Iraq",1958,47.1,17400,6950000,"Middle East"
"28199","Ireland",1958,69.6,7830,2820000,"Europe"
"28200","Israel",1958,67.9,6110,1910000,"Middle East"
"28201","Italy",1958,68.8,9900,49100000,"Europe"
"28202","Jamaica",1958,63.9,4780,1590000,"The Americas"
"28203","Japan",1958,67.6,5180,91900000,"Asia"
"28204","Jordan",1958,52.1,4570,833000,"Middle East"
"28205","Kazakhstan",1958,59,8100,9110000,"Asia"
"28206","Kenya",1958,49.7,1670,7640000,"Africa"
"28207","Kiribati",1958,49,2650,39200,"Oceania"
"28208","Kuwait",1958,61,17500,222000,"Middle East"
"28209","Latvia",1958,68.2,5940,2080000,"Europe"
"28210","Lebanon",1958,64,11100,1690000,"Middle East"
"28211","Lesotho",1958,51,470,808000,"Africa"
"28212","Liberia",1958,40,1130,1070000,"Africa"
"28213","Libya",1958,45.4,4900,1360000,"Africa"
"28214","Lithuania",1958,68.2,8130,2700000,"Europe"
"28215","Luxembourg",1958,68.2,13900,310000,"Europe"
"28216","Madagascar",1958,43.5,2250,4860000,"Africa"
"28217","Malawi",1958,39.6,566,3490000,"Africa"
"28218","Malaysia",1958,58.2,2620,7680000,"Asia"
"28219","Maldives",1958,32.5,1950,85400,"Asia"
"28220","Mali",1958,33.5,692,5150000,"Africa"
"28221","Malta",1958,66.8,2280,312000,"Europe"
"28222","Marshall Islands",1958,NA,1630,14200,"Oceania"
"28223","Mauritania",1958,45.7,1290,803000,"Africa"
"28224","Mauritius",1958,55.1,2850,623000,"Africa"
"28225","Mexico",1958,56.2,5360,35500000,"The Americas"
"28226","Micronesia, Fed. Sts.",1958,55.5,1370,41700,"Oceania"
"28227","Moldova",1958,59.8,3570,2850000,"Europe"
"28228","Mongolia",1958,45.1,2340,910000,"Asia"
"28229","Montenegro",1958,64.1,5080,470000,"Europe"
"28230","Morocco",1958,49.4,2270,11600000,"Africa"
"28231","Mozambique",1958,40.1,389,6890000,"Africa"
"28232","Myanmar",1958,37.7,575,20800000,"Asia"
"28233","Namibia",1958,50.1,4550,606000,"Africa"
"28234","Nepal",1958,43.2,926,9790000,"Asia"
"28235","Netherlands",1958,73.3,13500,11100000,"Europe"
"28236","New Zealand",1958,70.8,15100,2280000,"Oceania"
"28237","Nicaragua",1958,48.3,4730,1660000,"The Americas"
"28238","Niger",1958,41.2,1110,3210000,"Africa"
"28239","Nigeria",1958,48.1,2080,43400000,"Africa"
"28240","North Korea",1958,55.9,813,10800000,"Asia"
"28241","North Macedonia",1958,61.2,3640,1450000,"Europe"
"28242","Norway",1958,73.2,20000,3520000,"Europe"
"28243","Oman",1958,40.3,4830,528000,"Middle East"
"28244","Pakistan",1958,46.5,1260,43000000,"Asia"
"28245","Panama",1958,62.6,3200,1070000,"The Americas"
"28246","Papua New Guinea",1958,42,1060,2180000,"Oceania"
"28247","Paraguay",1958,66.7,2620,1810000,"The Americas"
"28248","Peru",1958,42.4,4620,9610000,"The Americas"
"28249","Philippines",1958,59.6,2710,24600000,"Asia"
"28250","Poland",1958,66.1,5950,28700000,"Europe"
"28251","Portugal",1958,63.9,4620,8780000,"Europe"
"28252","Qatar",1958,56.4,10900,41500,"Middle East"
"28253","Romania",1958,64.2,2570,18200000,"Europe"
"28254","Russia",1958,66.9,8690,117000000,"Europe"
"28255","Rwanda",1958,43.7,693,2780000,"Africa"
"28256","Samoa",1958,58.1,3260,102000,"Oceania"
"28257","Sao Tome and Principe",1958,51.2,1500,62300,"Africa"
"28258","Saudi Arabia",1958,53.2,15400,3860000,"Middle East"
"28259","Senegal",1958,45.4,2020,3040000,"Africa"
"28260","Serbia",1958,62.4,4780,7440000,"Europe"
"28261","Seychelles",1958,60.5,5040,40300,"Africa"
"28262","Sierra Leone",1958,38,1120,2250000,"Africa"
"28263","Singapore",1958,65.4,3630,1510000,"Asia"
"28264","Slovenia",1958,67.1,5490,1560000,"Europe"
"28265","Solomon Islands",1958,48.4,1080,111000,"Oceania"
"28266","Somalia",1958,42.6,1180,2650000,"Africa"
"28267","South Africa",1958,52.3,6970,16300000,"Africa"
"28268","South Korea",1958,52.3,1700,23800000,"Asia"
"28269","South Sudan",1958,40.5,2250,2740000,"Africa"
"28270","Spain",1958,68.5,6120,29800000,"Europe"
"28271","Sri Lanka",1958,57.8,1890,9410000,"Asia"
"28272","St. Lucia",1958,56.8,2400,88100,"The Americas"
"28273","St. Vincent and the Grenadines",1958,55.8,2750,78200,"The Americas"
"28274","Sudan",1958,47.6,2220,7120000,"Africa"
"28275","Suriname",1958,58.9,5840,272000,"The Americas"
"28276","Swaziland",1958,46.1,1040,323000,"Africa"
"28277","Sweden",1958,73.1,13700,7390000,"Europe"
"28278","Switzerland",1958,71.5,26400,5130000,"Europe"
"28279","Syria",1958,55.2,2250,4290000,"Middle East"
"28280","Tajikistan",1958,53.7,3550,1960000,"Asia"
"28281","Tanzania",1958,47.7,1230,9490000,"Africa"
"28282","Thailand",1958,56.5,1280,25800000,"Asia"
"28283","Timor-Leste",1958,37.1,716,459000,"Asia"
"28284","Togo",1958,43,1210,1540000,"Africa"
"28285","Tonga",1958,63,1510,58500,"Oceania"
"28286","Trinidad and Tobago",1958,62.3,6610,808000,"The Americas"
"28287","Tunisia",1958,45.9,2160,4080000,"Africa"
"28288","Turkey",1958,46.6,3700,26200000,"Europe"
"28289","Turkmenistan",1958,53.2,6360,1500000,"Asia"
"28290","Uganda",1958,42.8,1060,6380000,"Africa"
"28291","Ukraine",1958,67.8,6100,41600000,"Europe"
"28292","United Arab Emirates",1958,51.7,1410,84400,"Middle East"
"28293","United Kingdom",1958,70.7,12500,51800000,"Europe"
"28294","United States",1958,69.8,16900,181000000,"The Americas"
"28295","Uruguay",1958,67.4,7650,2470000,"The Americas"
"28296","Uzbekistan",1958,59.3,2950,7990000,"Asia"
"28297","Vanuatu",1958,49.1,1440,60000,"Oceania"
"28298","Venezuela",1958,59.5,13100,7560000,"The Americas"
"28299","Vietnam",1958,53.2,1160,30800000,"Asia"
"28300","Yemen",1958,31,1510,5170000,"Middle East"
"28301","Zambia",1958,48.3,2330,2890000,"Africa"
"28302","Zimbabwe",1958,52.4,1490,3540000,"Africa"
"28303","Afghanistan",1959,38.6,2710,8830000,"Asia"
"28304","Albania",1959,61.1,2460,1590000,"Europe"
"28305","Algeria",1959,51.9,7620,10800000,"Africa"
"28306","Andorra",1959,NA,14100,12500,"Europe"
"28307","Angola",1959,40,3770,5380000,"Africa"
"28308","Antigua and Barbuda",1959,62.9,4310,53200,"The Americas"
"28309","Argentina",1959,64.1,9210,20100000,"The Americas"
"28310","Armenia",1959,61.5,2780,1810000,"Asia"
"28311","Australia",1959,70.7,15700,10000000,"Oceania"
"28312","Austria",1959,68.6,10500,7040000,"Europe"
"28313","Azerbaijan",1959,58.4,5010,3770000,"Asia"
"28314","Bahrain",1959,51.9,22100,157000,"Middle East"
"28315","Bangladesh",1959,43.4,1090,46700000,"Asia"
"28316","Barbados",1959,64.1,4040,230000,"The Americas"
"28317","Belarus",1959,68.3,3680,8040000,"Europe"
"28318","Belgium",1959,70.4,10800,9110000,"Europe"
"28319","Belize",1959,60.4,2390,89500,"The Americas"
"28320","Benin",1959,40.4,1190,2400000,"Africa"
"28321","Bhutan",1959,41.1,940,218000,"Asia"
"28322","Bolivia",1959,45.7,2650,3590000,"The Americas"
"28323","Bosnia and Herzegovina",1959,61,2070,3170000,"Europe"
"28324","Botswana",1959,51.1,891,494000,"Africa"
"28325","Brazil",1959,55.6,4150,70100000,"The Americas"
"28326","Brunei",1959,58.2,73100,77900,"Asia"
"28327","Bulgaria",1959,66.6,4660,7820000,"Europe"
"28328","Burkina Faso",1959,38.2,626,4760000,"Africa"
"28329","Burundi",1959,42.3,662,2740000,"Africa"
"28330","Cambodia",1959,44,636,5580000,"Asia"
"28331","Cameroon",1959,45,1830,5070000,"Africa"
"28332","Canada",1959,70.7,14700,17400000,"The Americas"
"28333","Central African Republic",1959,40.1,1570,1480000,"Africa"
"28334","Chad",1959,44.3,1200,2950000,"Africa"
"28335","Chile",1959,57.6,5590,7970000,"The Americas"
"28336","China",1959,38.3,891,650000000,"Asia"
"28337","Colombia",1959,60.4,3920,15600000,"The Americas"
"28338","Comoros",1959,45.5,861,188000,"Africa"
"28339","Costa Rica",1959,62.7,4020,1280000,"The Americas"
"28340","Cote d'Ivoire",1959,41.4,2850,3390000,"Africa"
"28341","Croatia",1959,64.2,6360,4160000,"Europe"
"28342","Cuba",1959,65,4380,7010000,"The Americas"
"28343","Cyprus",1959,68.1,4630,567000,"Europe"
"28344","Czech Republic",1959,69.7,9420,9550000,"Europe"
"28345","Denmark",1959,72,15500,4550000,"Europe"
"28346","Djibouti",1959,51.1,3640,79600,"Africa"
"28347","Dominica",1959,NA,1870,58900,"The Americas"
"28348","Dominican Republic",1959,56.9,2980,3190000,"The Americas"
"28349","Ecuador",1959,57.2,4080,4420000,"The Americas"
"28350","Egypt",1959,46.3,2580,25900000,"Africa"
"28351","El Salvador",1959,53.1,3860,2690000,"The Americas"
"28352","Equatorial Guinea",1959,40.2,1140,252000,"Africa"
"28353","Eritrea",1959,38.8,890,983000,"Africa"
"28354","Estonia",1959,68.4,6230,1200000,"Europe"
"28355","Ethiopia",1959,37.7,569,21700000,"Africa"
"28356","Fiji",1959,61.1,3010,381000,"Oceania"
"28357","Finland",1959,68.7,9320,4400000,"Europe"
"28358","France",1959,70.3,11500,45100000,"Europe"
"28359","Gabon",1959,43.7,5900,497000,"Africa"
"28360","Georgia",1959,61,3850,3940000,"Asia"
"28361","Germany",1959,69.5,14500,73000000,"Europe"
"28362","Ghana",1959,50.5,2150,6440000,"Africa"
"28363","Greece",1959,70.4,5850,8230000,"Europe"
"28364","Grenada",1959,61.4,1860,88300,"The Americas"
"28365","Guatemala",1959,43,3380,4090000,"The Americas"
"28366","Guinea",1959,41.7,866,3440000,"Africa"
"28367","Guinea-Bissau",1959,38.3,940,609000,"Africa"
"28368","Guyana",1959,60.2,3190,554000,"The Americas"
"28369","Haiti",1959,40.6,2410,3790000,"The Americas"
"28370","Honduras",1959,50.4,2470,1980000,"The Americas"
"28371","Hungary",1959,67.2,8480,9970000,"Europe"
"28372","Iceland",1959,72.6,9880,172000,"Europe"
"28373","India",1959,41.1,954,442000000,"Asia"
"28374","Indonesia",1959,45.2,1730,85500000,"Asia"
"28375","Iran",1959,48,14900,21400000,"Middle East"
"28376","Iraq",1959,48.4,17700,7120000,"Middle East"
"28377","Ireland",1959,69.7,8170,2800000,"Europe"
"28378","Israel",1959,68.3,6700,1980000,"Middle East"
"28379","Italy",1959,69.3,10400,49400000,"Europe"
"28380","Jamaica",1959,64.6,4950,1610000,"The Americas"
"28381","Japan",1959,68,5590,92800000,"Asia"
"28382","Jordan",1959,52.9,4710,886000,"Middle East"
"28383","Kazakhstan",1959,59.5,7870,9520000,"Asia"
"28384","Kenya",1959,50.5,1660,7870000,"Africa"
"28385","Kiribati",1959,49.5,2740,40200,"Oceania"
"28386","Kuwait",1959,61.8,19600,243000,"Middle East"
"28387","Latvia",1959,69.7,5820,2100000,"Europe"
"28388","Lebanon",1959,64.3,11700,1750000,"Middle East"
"28389","Lesotho",1959,51.7,475,822000,"Africa"
"28390","Liberia",1959,40.3,1170,1100000,"Africa"
"28391","Libya",1959,47,5110,1400000,"Africa"
"28392","Lithuania",1959,67.7,7860,2740000,"Europe"
"28393","Luxembourg",1959,68.5,14200,312000,"Europe"
"28394","Madagascar",1959,44.1,2290,4980000,"Africa"
"28395","Malawi",1959,39.9,573,3580000,"Africa"
"28396","Malaysia",1959,58.8,2730,7910000,"Asia"
"28397","Maldives",1959,33,2010,87600,"Asia"
"28398","Mali",1959,33.8,703,5210000,"Africa"
"28399","Malta",1959,67,2300,312000,"Europe"
"28400","Marshall Islands",1959,NA,1660,14400,"Oceania"
"28401","Mauritania",1959,46.5,1320,826000,"Africa"
"28402","Mauritius",1959,56.2,2930,641000,"Africa"
"28403","Mexico",1959,57,5350,36600000,"The Americas"
"28404","Micronesia, Fed. Sts.",1959,55.9,1400,43100,"Oceania"
"28405","Moldova",1959,60.2,3460,2930000,"Europe"
"28406","Mongolia",1959,46,2410,931000,"Asia"
"28407","Montenegro",1959,64.8,5390,478000,"Europe"
"28408","Morocco",1959,49.9,2220,12000000,"Africa"
"28409","Mozambique",1959,40.8,402,7040000,"Africa"
"28410","Myanmar",1959,38.2,653,21300000,"Asia"
"28411","Namibia",1959,50.9,4690,620000,"Africa"
"28412","Nepal",1959,43.7,941,9950000,"Asia"
"28413","Netherlands",1959,73.3,13900,11300000,"Europe"
"28414","New Zealand",1959,70.8,15900,2320000,"Oceania"
"28415","Nicaragua",1959,49,4650,1720000,"The Americas"
"28416","Niger",1959,41.4,1130,3300000,"Africa"
"28417","Nigeria",1959,48.8,2110,44300000,"Africa"
"28418","North Korea",1959,56.8,819,11100000,"Asia"
"28419","North Macedonia",1959,62,3730,1470000,"Europe"
"28420","Norway",1959,73.3,20700,3550000,"Europe"
"28421","Oman",1959,41.1,5020,539000,"Middle East"
"28422","Pakistan",1959,47.5,1240,44000000,"Asia"
"28423","Panama",1959,63.2,3310,1100000,"The Americas"
"28424","Papua New Guinea",1959,42.6,1080,2220000,"Oceania"
"28425","Paraguay",1959,66.9,2550,1850000,"The Americas"
"28426","Peru",1959,42.9,4520,9880000,"The Americas"
"28427","Philippines",1959,59.9,2810,25400000,"Asia"
"28428","Poland",1959,65.7,6020,29200000,"Europe"
"28429","Portugal",1959,63,4840,8810000,"Europe"
"28430","Qatar",1959,57.1,13800,44100,"Middle East"
"28431","Romania",1959,65.1,2880,18400000,"Europe"
"28432","Russia",1959,67.7,8390,118000000,"Europe"
"28433","Rwanda",1959,44,715,2860000,"Africa"
"28434","Samoa",1959,58.8,3300,105000,"Oceania"
"28435","Sao Tome and Principe",1959,51.9,1340,63500,"Africa"
"28436","Saudi Arabia",1959,53.9,16600,3970000,"Middle East"
"28437","Senegal",1959,45.8,2050,3120000,"Africa"
"28438","Serbia",1959,62.9,6150,7500000,"Europe"
"28439","Seychelles",1959,61.2,5160,40900,"Africa"
"28440","Sierra Leone",1959,38.3,1170,2280000,"Africa"
"28441","Singapore",1959,66,4080,1570000,"Asia"
"28442","Slovenia",1959,67.5,5760,1580000,"Europe"
"28443","Solomon Islands",1959,49,1090,114000,"Oceania"
"28444","Somalia",1959,43.2,1220,2700000,"Africa"
"28445","South Africa",1959,52.8,7110,16700000,"Africa"
"28446","South Korea",1959,53,1710,24600000,"Asia"
"28447","South Sudan",1959,41.3,2460,2790000,"Africa"
"28448","Spain",1959,68.4,6020,30100000,"Europe"
"28449","Sri Lanka",1959,58.2,1870,9640000,"Asia"
"28450","St. Lucia",1959,57.6,2520,88800,"The Americas"
"28451","St. Vincent and the Grenadines",1959,56.9,2840,79600,"The Americas"
"28452","Sudan",1959,48,2420,7330000,"Africa"
"28453","Suriname",1959,59.4,5930,280000,"The Americas"
"28454","Swaziland",1959,46.5,1080,330000,"Africa"
"28455","Sweden",1959,73.3,14000,7440000,"Europe"
"28456","Switzerland",1959,71.7,27700,5200000,"Europe"
"28457","Syria",1959,55.8,2270,4430000,"Middle East"
"28458","Tajikistan",1959,54,3460,2020000,"Asia"
"28459","Tanzania",1959,48,1260,9770000,"Africa"
"28460","Thailand",1959,57.1,1380,26600000,"Asia"
"28461","Timor-Leste",1959,37.7,717,467000,"Asia"
"28462","Togo",1959,43.8,1220,1560000,"Africa"
"28463","Tonga",1959,63.4,1530,59800,"Oceania"
"28464","Trinidad and Tobago",1959,63,6770,829000,"The Americas"
"28465","Tunisia",1959,46.5,2030,4130000,"Africa"
"28466","Turkey",1959,47.4,3770,26800000,"Europe"
"28467","Turkmenistan",1959,53.6,6160,1550000,"Asia"
"28468","Uganda",1959,43.3,1090,6570000,"Africa"
"28469","Ukraine",1959,68.2,5980,42100000,"Europe"
"28470","United Arab Emirates",1959,52.8,1580,87200,"Middle East"
"28471","United Kingdom",1959,70.8,12900,52000000,"Europe"
"28472","United States",1959,70.1,17900,184000000,"The Americas"
"28473","Uruguay",1959,67.7,7320,2510000,"The Americas"
"28474","Uzbekistan",1959,59.7,2900,8250000,"Asia"
"28475","Vanuatu",1959,49.8,1460,61800,"Oceania"
"28476","Venezuela",1959,60,13600,7850000,"The Americas"
"28477","Vietnam",1959,53.8,1170,31700000,"Asia"
"28478","Yemen",1959,32,1520,5240000,"Middle East"
"28479","Zambia",1959,48.7,2750,2980000,"Africa"
"28480","Zimbabwe",1959,52.8,1520,3650000,"Africa"
"28481","Afghanistan",1960,39.3,2740,9000000,"Asia"
"28482","Albania",1960,62.2,2590,1640000,"Europe"
"28483","Algeria",1960,52.5,8080,11100000,"Africa"
"28484","Andorra",1960,NA,15200,13400,"Europe"
"28485","Angola",1960,40.6,3860,5450000,"Africa"
"28486","Antigua and Barbuda",1960,63.3,4420,54100,"The Americas"
"28487","Argentina",1960,64.2,9770,20500000,"The Americas"
"28488","Armenia",1960,61.9,3000,1870000,"Asia"
"28489","Australia",1960,71.1,16000,10200000,"Oceania"
"28490","Austria",1960,69,11300,7070000,"Europe"
"28491","Azerbaijan",1960,58.7,5400,3900000,"Asia"
"28492","Bahrain",1960,53.3,22600,162000,"Middle East"
"28493","Bangladesh",1960,43.9,1130,48000000,"Asia"
"28494","Barbados",1960,64.7,4250,231000,"The Americas"
"28495","Belarus",1960,71,3950,8120000,"Europe"
"28496","Belgium",1960,69.7,11400,9170000,"Europe"
"28497","Belize",1960,61,2430,92100,"The Americas"
"28498","Benin",1960,40.9,1200,2430000,"Africa"
"28499","Bhutan",1960,41.7,951,223000,"Asia"
"28500","Bolivia",1960,46,2700,3660000,"The Americas"
"28501","Bosnia and Herzegovina",1960,61.7,2230,3230000,"Europe"
"28502","Botswana",1960,51.5,899,503000,"Africa"
"28503","Brazil",1960,56.1,4400,72200000,"The Americas"
"28504","Brunei",1960,58.8,74700,81700,"Asia"
"28505","Bulgaria",1960,69.2,5060,7890000,"Europe"
"28506","Burkina Faso",1960,38.7,638,4830000,"Africa"
"28507","Burundi",1960,42.6,660,2800000,"Africa"
"28508","Cambodia",1960,44.1,657,5720000,"Asia"
"28509","Cameroon",1960,45.5,1850,5180000,"Africa"
"28510","Canada",1960,71,14800,17800000,"The Americas"
"28511","Central African Republic",1960,40.6,1560,1500000,"Africa"
"28512","Chad",1960,44.6,1190,3000000,"Africa"
"28513","Chile",1960,57.9,5910,8130000,"The Americas"
"28514","China",1960,31.6,843,660000000,"Asia"
"28515","Colombia",1960,61,3960,16100000,"The Americas"
"28516","Comoros",1960,45.9,914,191000,"Africa"
"28517","Costa Rica",1960,63.3,4200,1330000,"The Americas"
"28518","Cote d'Ivoire",1960,42.3,3010,3500000,"Africa"
"28519","Croatia",1960,64.6,6950,4190000,"Europe"
"28520","Cuba",1960,65.6,4360,7140000,"The Americas"
"28521","Cyprus",1960,68.5,4250,573000,"Europe"
"28522","Czech Republic",1960,70.3,9970,9590000,"Europe"
"28523","Denmark",1960,72,15800,4580000,"Europe"
"28524","Djibouti",1960,51.7,3770,83600,"Africa"
"28525","Dominica",1960,NA,1900,60000,"The Americas"
"28526","Dominican Republic",1960,57.8,3030,3290000,"The Americas"
"28527","Ecuador",1960,58,4220,4540000,"The Americas"
"28528","Egypt",1960,46.9,2640,26600000,"Africa"
"28529","El Salvador",1960,53.9,3900,2770000,"The Americas"
"28530","Equatorial Guinea",1960,40.5,1230,255000,"Africa"
"28531","Eritrea",1960,39.1,919,1010000,"Africa"
"28532","Estonia",1960,69.1,6680,1220000,"Europe"
"28533","Ethiopia",1960,38.4,587,22200000,"Africa"
"28534","Fiji",1960,61.7,3070,393000,"Oceania"
"28535","Finland",1960,68.8,10100,4430000,"Europe"
"28536","France",1960,70.6,12200,45700000,"Europe"
"28537","Gabon",1960,44.1,6450,501000,"Africa"
"28538","Georgia",1960,61.3,4190,4010000,"Asia"
"28539","Germany",1960,69.4,15600,73400000,"Europe"
"28540","Ghana",1960,51.1,2250,6640000,"Africa"
"28541","Greece",1960,70.8,6050,8270000,"Europe"
"28542","Grenada",1960,61.9,1890,89900,"The Americas"
"28543","Guatemala",1960,43.6,3350,4210000,"The Americas"
"28544","Guinea",1960,42.1,887,3490000,"Africa"
