"","country","year","LifeExp","income","population","continent"
"36812","South Korea",2006,79.2,26700,48900000,"Asia"
"36813","South Sudan",2006,56.5,3610,7910000,"Africa"
"36814","Spain",2006,80.9,33700,44700000,"Europe"
"36815","Sri Lanka",2006,74.2,6910,19700000,"Asia"
"36816","St. Lucia",2006,74.6,11600,165000,"The Americas"
"36817","St. Vincent and the Grenadines",2006,72.6,10000,109000,"The Americas"
"36818","Sudan",2006,66.1,2950,31700000,"Africa"
"36819","Suriname",2006,70.2,12500,505000,"The Americas"
"36820","Swaziland",2006,43.9,7630,1040000,"Africa"
"36821","Sweden",2006,80.8,43000,9100000,"Europe"
"36822","Switzerland",2006,81.7,54500,7460000,"Europe"
"36823","Syria",2006,75.3,5750,19100000,"Middle East"
"36824","Tajikistan",2006,69.3,1810,6920000,"Asia"
"36825","Tanzania",2006,57.4,1980,39500000,"Africa"
"36826","Thailand",2006,75.4,12000,65800000,"Asia"
"36827","Timor-Leste",2006,68.2,9020,1020000,"Asia"
"36828","Togo",2006,57.5,1160,5760000,"Africa"
"36829","Tonga",2006,70.8,4880,102000,"Oceania"
"36830","Trinidad and Tobago",2006,72.6,29800,1300000,"The Americas"
"36831","Tunisia",2006,76.1,9180,10200000,"Africa"
"36832","Turkey",2006,77,17300,68800000,"Europe"
"36833","Turkmenistan",2006,66.3,7130,4810000,"Asia"
"36834","Uganda",2006,54.9,1350,28600000,"Africa"
"36835","Ukraine",2006,68.5,7870,46600000,"Europe"
"36836","United Arab Emirates",2006,72.6,87100,5300000,"Middle East"
"36837","United Kingdom",2006,79.4,37800,60800000,"Europe"
"36838","United States",2006,77.8,50400,298000000,"The Americas"
"36839","Uruguay",2006,76,13500,3330000,"The Americas"
"36840","Uzbekistan",2006,67.3,3270,26800000,"Asia"
"36841","Vanuatu",2006,63.5,2760,214000,"Oceania"
"36842","Venezuela",2006,75.2,16400,26900000,"The Americas"
"36843","Vietnam",2006,72.7,3630,84600000,"Asia"
"36844","Yemen",2006,66.4,4270,20700000,"Middle East"
"36845","Zambia",2006,50.2,2650,12200000,"Africa"
"36846","Zimbabwe",2006,45.4,1890,12200000,"Africa"
"36847","Afghanistan",2007,58,1250,27100000,"Asia"
"36848","Albania",2007,76.9,8450,3030000,"Europe"
"36849","Algeria",2007,75.7,12600,34200000,"Africa"
"36850","Andorra",2007,82.1,43400,82700,"Europe"
"36851","Angola",2007,57.5,6040,20900000,"Africa"
"36852","Antigua and Barbuda",2007,76.3,26500,84000,"The Americas"
"36853","Argentina",2007,75.1,18000,39700000,"The Americas"
"36854","Armenia",2007,73.9,7010,2930000,"Asia"
"36855","Australia",2007,81.4,40700,20900000,"Oceania"
"36856","Austria",2007,80.2,43900,8310000,"Europe"
"36857","Azerbaijan",2007,68.5,13500,8720000,"Asia"
"36858","Bahrain",2007,76.5,42800,1040000,"Middle East"
"36859","Bangladesh",2007,68.1,2220,143000000,"Asia"
"36860","Barbados",2007,76.1,17100,279000,"The Americas"
"36861","Belarus",2007,70.2,13600,9480000,"Europe"
"36862","Belgium",2007,79.6,41600,10700000,"Europe"
"36863","Belize",2007,73.2,7880,299000,"The Americas"
"36864","Benin",2007,60,1810,8450000,"Africa"
"36865","Bhutan",2007,70.3,5630,665000,"Asia"
"36866","Bolivia",2007,69.7,4910,9560000,"The Americas"
"36867","Bosnia and Herzegovina",2007,75.7,9320,3760000,"Europe"
"36868","Botswana",2007,55.8,13200,1880000,"Africa"
"36869","Brazil",2007,73.7,13300,190000000,"The Americas"
"36870","Brunei",2007,74.9,84500,375000,"Asia"
"36871","Bulgaria",2007,73,14500,7580000,"Europe"
"36872","Burkina Faso",2007,56.5,1340,14300000,"Africa"
"36873","Burundi",2007,54.9,707,7860000,"Africa"
"36874","Cambodia",2007,65.3,2330,13700000,"Asia"
"36875","Cameroon",2007,55.7,2860,18700000,"Africa"
"36876","Canada",2007,80.7,41600,32900000,"The Americas"
"36877","Central African Republic",2007,46,885,4200000,"Africa"
"36878","Chad",2007,54.6,1740,10800000,"Africa"
"36879","Chile",2007,78.4,18500,16500000,"The Americas"
"36880","China",2007,75.4,7260,1350000000,"Asia"
"36881","Colombia",2007,77.3,10400,43700000,"The Americas"
"36882","Comoros",2007,65,2340,642000,"Africa"
"36883","Costa Rica",2007,80.2,12300,4400000,"The Americas"
"36884","Cote d'Ivoire",2007,55.5,2650,19200000,"Africa"
"36885","Croatia",2007,75.7,22200,4360000,"Europe"
"36886","Cuba",2007,78.3,6050,11300000,"The Americas"
"36887","Cyprus",2007,78.8,35600,1060000,"Europe"
"36888","Czech Republic",2007,77,28800,10400000,"Europe"
"36889","Denmark",2007,78.4,46400,5470000,"Europe"
"36890","Djibouti",2007,62.3,2440,805000,"Africa"
"36891","Dominica",2007,74,9660,70800,"The Americas"
"36892","Dominican Republic",2007,73.5,10500,9340000,"The Americas"
"36893","Ecuador",2007,74.2,8820,14300000,"The Americas"
"36894","Egypt",2007,69.3,8990,78200000,"Africa"
"36895","El Salvador",2007,72.4,6200,6110000,"The Americas"
"36896","Equatorial Guinea",2007,61.4,35900,822000,"Africa"
"36897","Eritrea",2007,57,2170,3000000,"Africa"
"36898","Estonia",2007,73.2,27400,1340000,"Europe"
"36899","Ethiopia",2007,59.2,860,80700000,"Africa"
"36900","Fiji",2007,66.9,7370,836000,"Oceania"
"36901","Finland",2007,79.5,42500,5300000,"Europe"
"36902","France",2007,81,37700,61900000,"Europe"
"36903","Gabon",2007,60.6,16500,1470000,"Africa"
"36904","Georgia",2007,73.8,6530,4170000,"Asia"
"36905","Germany",2007,80.1,40500,81300000,"Europe"
"36906","Ghana",2007,60.4,2650,23000000,"Africa"
"36907","Greece",2007,79.4,32100,11100000,"Europe"
"36908","Grenada",2007,74.5,11900,105000,"The Americas"
"36909","Guatemala",2007,70.9,6710,13700000,"The Americas"
"36910","Guinea",2007,56.3,1650,9520000,"Africa"
"36911","Guinea-Bissau",2007,54.3,1380,1410000,"Africa"
"36912","Guyana",2007,67.7,5320,746000,"The Americas"
"36913","Haiti",2007,60.6,1610,9500000,"The Americas"
"36914","Honduras",2007,72.2,3950,7810000,"The Americas"
"36915","Hungary",2007,73.5,23500,10000000,"Europe"
"36916","Iceland",2007,81.9,44600,305000,"Europe"
"36917","India",2007,66,3850,1180000000,"Asia"
"36918","Indonesia",2007,69,7470,232000000,"Asia"
"36919","Iran",2007,74.7,17500,71300000,"Middle East"
"36920","Iraq",2007,69.2,11800,27900000,"Middle East"
"36921","Ireland",2007,79.6,48700,4320000,"Europe"
"36922","Israel",2007,80.6,28700,6850000,"Middle East"
"36923","Italy",2007,81.4,38600,58700000,"Europe"
"36924","Jamaica",2007,76.4,8710,2770000,"The Americas"
"36925","Japan",2007,82.8,36700,128000000,"Asia"
"36926","Jordan",2007,75.8,9420,6260000,"Middle East"
"36927","Kazakhstan",2007,66.2,18900,15700000,"Asia"
"36928","Kenya",2007,58.4,2360,38700000,"Africa"
"36929","Kiribati",2007,60.5,1910,96500,"Oceania"
"36930","Kuwait",2007,79.5,96800,2500000,"Middle East"
"36931","Latvia",2007,70.8,21900,2200000,"Europe"
"36932","Lebanon",2007,76.6,11500,4770000,"Middle East"
"36933","Lesotho",2007,44.5,2100,1990000,"Africa"
"36934","Liberia",2007,60,1030,3460000,"Africa"
"36935","Libya",2007,74.8,28600,5970000,"Africa"
"36936","Lithuania",2007,70.7,22700,3260000,"Europe"
"36937","Luxembourg",2007,80.1,97900,475000,"Europe"
"36938","Madagascar",2007,61.4,1460,19400000,"Africa"
"36939","Malawi",2007,49.7,942,13300000,"Africa"
"36940","Malaysia",2007,74.5,20000,26700000,"Asia"
"36941","Maldives",2007,76.8,12000,335000,"Asia"
"36942","Mali",2007,57.8,1790,13700000,"Africa"
"36943","Malta",2007,79.6,27700,408000,"Europe"
"36944","Marshall Islands",2007,62.4,3160,56000,"Oceania"
"36945","Mauritania",2007,66.9,3570,3200000,"Africa"
"36946","Mauritius",2007,73.4,14100,1230000,"Africa"
"36947","Mexico",2007,75.9,16800,109000000,"The Americas"
"36948","Micronesia, Fed. Sts.",2007,66.8,3240,104000,"Oceania"
"36949","Moldova",2007,69.3,4340,4130000,"Europe"
"36950","Mongolia",2007,65,7050,2590000,"Asia"
"36951","Montenegro",2007,75,13600,620000,"Europe"
"36952","Morocco",2007,71.4,5850,31200000,"Africa"
"36953","Mozambique",2007,50.8,846,21700000,"Africa"
"36954","Myanmar",2007,62.5,2820,49600000,"Asia"
"36955","Namibia",2007,54.5,8390,2010000,"Africa"
"36956","Nepal",2007,68.5,1750,26400000,"Asia"
"36957","Netherlands",2007,80.2,46900,16500000,"Europe"
"36958","New Zealand",2007,80,33100,4230000,"Oceania"
"36959","Nicaragua",2007,76.5,3960,5590000,"The Americas"
"36960","Niger",2007,57.2,772,14700000,"Africa"
"36961","Nigeria",2007,58.5,4420,146000000,"Africa"
"36962","North Korea",2007,70.4,1710,24200000,"Asia"
"36963","North Macedonia",2007,74.9,10500,2070000,"Europe"
"36964","Norway",2007,80.5,65100,4720000,"Europe"
"36965","Oman",2007,75.2,43100,2660000,"Middle East"
"36966","Pakistan",2007,63.5,4100,168000000,"Asia"
"36967","Panama",2007,78.2,14000,3450000,"The Americas"
"36968","Papua New Guinea",2007,55.7,2840,6810000,"Oceania"
"36969","Paraguay",2007,74.8,8610,6000000,"The Americas"
"36970","Peru",2007,77.9,8640,28300000,"The Americas"
"36971","Philippines",2007,69.2,5180,89400000,"Asia"
"36972","Poland",2007,75.3,19600,38400000,"Europe"
"36973","Portugal",2007,79.3,27600,10600000,"Europe"
"36974","Qatar",2007,77.2,116000,1220000,"Middle East"
"36975","Romania",2007,73.2,17100,21000000,"Europe"
"36976","Russia",2007,67.3,22800,143000000,"Europe"
"36977","Rwanda",2007,60.3,1190,9270000,"Africa"
"36978","Samoa",2007,72.4,5720,182000,"Oceania"
"36979","Sao Tome and Principe",2007,67.3,2350,166000,"Africa"
"36980","Saudi Arabia",2007,74.7,45300,25200000,"Middle East"
"36981","Senegal",2007,64.5,2740,11700000,"Africa"
"36982","Serbia",2007,73.7,12800,9100000,"Europe"
"36983","Seychelles",2007,72.8,21000,90100,"Africa"
"36984","Sierra Leone",2007,53.5,1130,5990000,"Africa"
"36985","Singapore",2007,81.9,69200,4580000,"Asia"
"36986","Slovenia",2007,78.2,30200,2010000,"Europe"
"36987","Solomon Islands",2007,61,1840,492000,"Oceania"
"36988","Somalia",2007,55,615,11100000,"Africa"
"36989","South Africa",2007,52.6,11900,49100000,"Africa"
"36990","South Korea",2007,79.7,28000,49000000,"Asia"
"36991","South Sudan",2007,57,3920,8320000,"Africa"
"36992","Spain",2007,81,34300,45400000,"Europe"
"36993","Sri Lanka",2007,74.4,7330,19800000,"Asia"
"36994","St. Lucia",2007,75,11700,168000,"The Americas"
"36995","St. Vincent and the Grenadines",2007,72.8,10400,109000,"The Americas"
"36996","Sudan",2007,66.5,3190,32400000,"Africa"
"36997","Suriname",2007,70.6,13000,511000,"The Americas"
"36998","Swaziland",2007,44.2,7920,1040000,"Africa"
"36999","Sweden",2007,80.9,44100,9160000,"Europe"
"37000","Switzerland",2007,81.9,56300,7540000,"Europe"
"37001","Syria",2007,75.5,5860,19900000,"Middle East"
"37002","Tajikistan",2007,69.4,1910,7060000,"Asia"
"37003","Tanzania",2007,58.3,2050,40700000,"Africa"
"37004","Thailand",2007,75.9,12600,66200000,"Asia"
"37005","Timor-Leste",2007,68.8,9310,1040000,"Asia"
"37006","Togo",2007,57.7,1160,5920000,"Africa"
"37007","Tonga",2007,70.9,4630,103000,"Oceania"
"37008","Trinidad and Tobago",2007,72.8,31100,1310000,"The Americas"
"37009","Tunisia",2007,76.3,9690,10300000,"Africa"
"37010","Turkey",2007,77.4,17900,69600000,"Europe"
"37011","Turkmenistan",2007,66.8,7820,4870000,"Asia"
"37012","Uganda",2007,55.9,1420,29500000,"Africa"
"37013","Ukraine",2007,68.1,8520,46400000,"Europe"
"37014","United Arab Emirates",2007,72.6,77200,6170000,"Middle East"
"37015","United Kingdom",2007,79.7,38500,61500000,"Europe"
"37016","United States",2007,78,50900,301000000,"The Americas"
"37017","Uruguay",2007,75.5,14400,3330000,"The Americas"
"37018","Uzbekistan",2007,67.7,3530,27200000,"Asia"
"37019","Vanuatu",2007,63.6,2840,219000,"Oceania"
"37020","Venezuela",2007,75,17600,27200000,"The Americas"
"37021","Vietnam",2007,72.8,3850,85400000,"Asia"
"37022","Yemen",2007,66.8,4290,21300000,"Middle East"
"37023","Zambia",2007,51.5,2800,12500000,"Africa"
"37024","Zimbabwe",2007,45.9,1810,12300000,"Africa"
"37025","Afghanistan",2008,58.8,1270,27700000,"Asia"
"37026","Albania",2008,77,9160,3000000,"Europe"
"37027","Algeria",2008,75.9,12700,34700000,"Africa"
"37028","Andorra",2008,82.2,41400,83900,"Europe"
"37029","Angola",2008,58.4,6470,21700000,"Africa"
"37030","Antigua and Barbuda",2008,76.4,26100,85400,"The Americas"
"37031","Argentina",2008,75.5,18600,40100000,"The Americas"
"37032","Armenia",2008,73.8,7560,2910000,"Asia"
"37033","Australia",2008,81.5,41400,21300000,"Oceania"
"37034","Austria",2008,80.4,44400,8340000,"Europe"
"37035","Azerbaijan",2008,68.8,14600,8820000,"Asia"
"37036","Bahrain",2008,77.1,42200,1110000,"Middle East"
"37037","Bangladesh",2008,68.5,2320,144000000,"Asia"
"37038","Barbados",2008,76.3,17000,280000,"The Americas"
"37039","Belarus",2008,70.3,15000,9450000,"Europe"
"37040","Belgium",2008,79.6,41600,10800000,"Europe"
"37041","Belize",2008,73.5,7930,307000,"The Americas"
"37042","Benin",2008,60.5,1840,8700000,"Africa"
"37043","Bhutan",2008,70.8,5840,672000,"Asia"
"37044","Bolivia",2008,70.1,5130,9720000,"The Americas"
"37045","Bosnia and Herzegovina",2008,76.1,9850,3750000,"Europe"
"37046","Botswana",2008,57,13700,1920000,"Africa"
"37047","Brazil",2008,74,13900,192000000,"The Americas"
"37048","Brunei",2008,75,81900,379000,"Asia"
"37049","Bulgaria",2008,73.3,15400,7520000,"Europe"
"37050","Burkina Faso",2008,57.2,1390,14700000,"Africa"
"37051","Burundi",2008,56,718,8130000,"Africa"
"37052","Cambodia",2008,66,2450,13900000,"Asia"
"37053","Cameroon",2008,56.3,2880,19300000,"Africa"
"37054","Canada",2008,80.8,41600,33300000,"The Americas"
"37055","Central African Republic",2008,46.7,888,4270000,"Africa"
"37056","Chad",2008,55.1,1730,11200000,"Africa"
"37057","Chile",2008,78.8,19000,16700000,"The Americas"
"37058","China",2008,75.4,7930,1350000000,"Asia"
"37059","Colombia",2008,77.6,10600,44300000,"The Americas"
"37060","Comoros",2008,65.8,2380,657000,"Africa"
"37061","Costa Rica",2008,80.2,12700,4460000,"The Americas"
"37062","Cote d'Ivoire",2008,56.3,2660,19600000,"Africa"
"37063","Croatia",2008,75.8,22700,4350000,"Europe"
"37064","Cuba",2008,78.3,6340,11200000,"The Americas"
"37065","Cyprus",2008,79.3,36000,1080000,"Europe"
"37066","Czech Republic",2008,77.2,29400,10400000,"Europe"
"37067","Denmark",2008,78.8,45900,5500000,"Europe"
"37068","Djibouti",2008,62.8,2540,816000,"Africa"
"37069","Dominica",2008,74.2,10300,70800,"The Americas"
"37070","Dominican Republic",2008,73.8,10700,9460000,"The Americas"
"37071","Ecuador",2008,74.2,9230,14500000,"The Americas"
"37072","Egypt",2008,69.4,9460,79600000,"Africa"
"37073","El Salvador",2008,73,6310,6130000,"The Americas"
"37074","Equatorial Guinea",2008,61.6,40400,861000,"Africa"
"37075","Eritrea",2008,57.5,1910,3060000,"Africa"
"37076","Estonia",2008,74.3,26000,1340000,"Europe"
"37077","Ethiopia",2008,60.5,928,82900000,"Africa"
"37078","Fiji",2008,67,7370,845000,"Oceania"
"37079","Finland",2008,79.8,42600,5320000,"Europe"
"37080","France",2008,81.1,37600,62200000,"Europe"
"37081","Gabon",2008,61.2,15500,1520000,"Africa"
"37082","Georgia",2008,72.8,6710,4140000,"Asia"
"37083","Germany",2008,80.2,41000,81100000,"Europe"
"37084","Ghana",2008,60.8,2810,23600000,"Africa"
"37085","Greece",2008,79.8,31900,11000000,"Europe"
"37086","Grenada",2008,74.4,11900,105000,"The Americas"
"37087","Guatemala",2008,71.4,6780,14000000,"The Americas"
"37088","Guinea",2008,56.7,1680,9740000,"Africa"
"37089","Guinea-Bissau",2008,54.7,1390,1450000,"Africa"
"37090","Guyana",2008,68,5420,747000,"The Americas"
"37091","Haiti",2008,60.9,1600,9650000,"The Americas"
"37092","Honduras",2008,72.5,4030,7980000,"The Americas"
"37093","Hungary",2008,74,23700,9990000,"Europe"
"37094","Iceland",2008,82,44700,311000,"Europe"
"37095","India",2008,66.2,3910,1200000000,"Asia"
"37096","Indonesia",2008,69.2,7820,235000000,"Asia"
"37097","Iran",2008,74.9,17400,72100000,"Middle East"
"37098","Iraq",2008,71.6,12500,28400000,"Middle East"
"37099","Ireland",2008,79.7,45700,4420000,"Europe"
"37100","Israel",2008,80.9,29000,7020000,"Middle East"
"37101","Italy",2008,81.5,38000,58900000,"Europe"
"37102","Jamaica",2008,75.6,8590,2780000,"The Americas"
"37103","Japan",2008,82.9,36300,129000000,"Asia"
"37104","Jordan",2008,76.6,9630,6560000,"Middle East"
"37105","Kazakhstan",2008,67.2,19300,15900000,"Asia"
"37106","Kenya",2008,59.3,2300,39800000,"Africa"
"37107","Kiribati",2008,60.6,1830,98800,"Oceania"
"37108","Kuwait",2008,79.6,93600,2660000,"Middle East"
"37109","Latvia",2008,72.1,21400,2170000,"Europe"
"37110","Lebanon",2008,76.7,12600,4760000,"Middle East"
"37111","Lesotho",2008,45.1,2240,1990000,"Africa"
"37112","Liberia",2008,60.5,1060,3610000,"Africa"
"37113","Libya",2008,74.4,29000,6060000,"Africa"
"37114","Lithuania",2008,71.6,23600,3210000,"Europe"
"37115","Luxembourg",2008,80.5,94900,485000,"Europe"
"37116","Madagascar",2008,61.5,1520,20000000,"Africa"
"37117","Malawi",2008,51.1,986,13700000,"Africa"
"37118","Malaysia",2008,74.3,20600,27200000,"Asia"
"37119","Maldives",2008,77.5,12800,343000,"Asia"
"37120","Mali",2008,58.4,1810,14100000,"Africa"
"37121","Malta",2008,79.9,28400,409000,"Europe"
"37122","Marshall Islands",2008,62.6,3100,56200,"Oceania"
"37123","Mauritania",2008,67.4,3500,3300000,"Africa"
"37124","Mauritius",2008,73.5,14900,1240000,"Africa"
"37125","Mexico",2008,75.5,16700,111000000,"The Americas"
"37126","Micronesia, Fed. Sts.",2008,66.8,3200,104000,"Oceania"
"37127","Moldova",2008,69.6,4690,4110000,"Europe"
"37128","Mongolia",2008,65.5,7570,2630000,"Asia"
"37129","Montenegro",2008,75.3,14600,621000,"Europe"
"37130","Morocco",2008,71.6,6120,31500000,"Africa"
"37131","Mozambique",2008,51.3,879,22300000,"Africa"
"37132","Myanmar",2008,57.6,3080,49900000,"Asia"
"37133","Namibia",2008,56,8460,2040000,"Africa"
"37134","Nepal",2008,68.7,1840,26700000,"Asia"
"37135","Netherlands",2008,80.3,47700,16600000,"Europe"
"37136","New Zealand",2008,80.1,32500,4280000,"Oceania"
"37137","Nicaragua",2008,76.8,4040,5670000,"The Americas"
"37138","Niger",2008,58,815,15300000,"Africa"
"37139","Nigeria",2008,59.2,4600,150000000,"Africa"
"37140","North Korea",2008,70.6,1760,24300000,"Asia"
"37141","North Macedonia",2008,75.4,11000,2070000,"Europe"
"37142","Norway",2008,80.7,64600,4770000,"Europe"
"37143","Oman",2008,75.2,45100,2750000,"Middle East"
"37144","Pakistan",2008,63.7,4070,172000000,"Asia"
"37145","Panama",2008,78.1,15100,3520000,"The Americas"
"37146","Papua New Guinea",2008,55.9,2770,6980000,"Oceania"
"37147","Paraguay",2008,74.9,9030,6080000,"The Americas"
"37148","Peru",2008,77.9,9350,28600000,"The Americas"
"37149","Philippines",2008,69.2,5300,90900000,"Asia"
"37150","Poland",2008,75.6,20400,38400000,"Europe"
"37151","Portugal",2008,79.5,27600,10600000,"Europe"
"37152","Qatar",2008,77.3,116000,1440000,"Middle East"
"37153","Romania",2008,73.3,19000,20800000,"Europe"
"37154","Russia",2008,67.5,24000,143000000,"Europe"
"37155","Rwanda",2008,61.8,1290,9520000,"Africa"
"37156","Samoa",2008,72.5,5740,183000,"Oceania"
"37157","Sao Tome and Principe",2008,67.7,2470,171000,"Africa"
"37158","Saudi Arabia",2008,74.7,46800,25900000,"Middle East"
"37159","Senegal",2008,65.1,2770,12000000,"Africa"
"37160","Serbia",2008,73.9,13500,9060000,"Europe"
"37161","Seychelles",2008,73,20100,90500,"Africa"
"37162","Sierra Leone",2008,54.1,1160,6130000,"Africa"
"37163","Singapore",2008,82.2,66800,4780000,"Asia"
"37164","Slovenia",2008,78.6,31100,2020000,"Europe"
"37165","Solomon Islands",2008,61.4,1930,503000,"Oceania"
"37166","Somalia",2008,55.5,615,11400000,"Africa"
"37167","South Africa",2008,53.4,12100,49800000,"Africa"
"37168","South Korea",2008,80.1,28600,49200000,"Asia"
"37169","South Sudan",2008,57.4,3940,8740000,"Africa"
"37170","Spain",2008,81.3,34200,46100000,"Europe"
"37171","Sri Lanka",2008,73.7,7710,20000000,"Asia"
"37172","St. Lucia",2008,75.4,12100,170000,"The Americas"
"37173","St. Vincent and the Grenadines",2008,73,10600,108000,"The Americas"
"37174","Sudan",2008,67,3350,33100000,"Africa"
"37175","Suriname",2008,70.8,13300,517000,"The Americas"
"37176","Swaziland",2008,44.5,7930,1050000,"Africa"
"37177","Sweden",2008,81,43500,9240000,"Europe"
"37178","Switzerland",2008,82.2,56800,7620000,"Europe"
"37179","Syria",2008,75.4,5920,20700000,"Middle East"
"37180","Tajikistan",2008,69.6,2020,7210000,"Asia"
"37181","Tanzania",2008,59.3,2110,41900000,"Africa"
"37182","Thailand",2008,76.3,12800,66500000,"Asia"
"37183","Timor-Leste",2008,69.3,10000,1060000,"Asia"
"37184","Togo",2008,58,1170,6080000,"Africa"
"37185","Tonga",2008,70.9,4740,103000,"Oceania"
"37186","Trinidad and Tobago",2008,72.4,32000,1310000,"The Americas"
"37187","Tunisia",2008,76.5,10000,10400000,"Africa"
